jenis_makanan,manufacturer,serving_size,kalori,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,Lemak jenuh,Natrium,Protein,Karbohidrat total,Energi,Lemak total,Serat pangan,usia
"kacang gude, biji kering",Tidak Diketahui,4.20 g,316.0,20.7,58.0,1.0,0.0,16.0,4.6,14.7,34.5,17.85,1.49,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
entrasol quick start chia seeds,PT.Sanghiang perkasa,1 g,130.0,2.0,22.0,3.5,12.0,105.0,1.0,6.05,3.33,6.77,5.22,7.0,10.0,7.0,0.0,7.0,0.0,0.0,0.0,47
ketupat kandangan,Tidak Diketahui,0.70 g,109.0,2.2,13.4,5.2,0.0,0.0,0.0,5.07,3.67,4.12,7.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
hickory smoked bbq  (classic wings),Tidak Diketahui,1 g,171.0,15.0,8.0,8.0,7.0,0.0,1.0,7.95,25.0,2.46,11.94,0.0,0.0,0.0,25.0,0.0,8.0,12.0,0.0,34
susu bubuk dancow fullcream,PT. Nestle Indonesia,0 g,120.0,5.0,13.0,6.0,0.0,90.0,0.0,5.58,8.33,4.0,8.96,6.0,18.0,0.0,9.0,0.0,0.0,9.0,0.0,25
roma sari gandum,PT. Mayora Indah Tbk.,2 g,100.0,2.0,13.0,4.0,3.0,0.0,0.0,4.65,3.33,4.0,5.97,0.0,0.0,0.0,0.0,4.0,5.0,6.0,0.0,44
"bihun jagung, mentah",Tidak Diketahui,0.50 g,354.0,0.5,87.4,0.3,0.0,49.0,3.0,16.47,0.83,26.89,0.45,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
cuka,Tidak Diketahui,0.30 g,21.0,0.1,5.0,0.1,0.0,21.0,0.0,0.98,0.17,1.54,0.15,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
gadung kukus,Tidak Diketahui,0.80 g,88.0,0.6,20.9,0.3,0.0,6.0,0.9,4.09,1.0,6.43,0.45,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
"akar tonjong, segar",Tidak Diketahui,1 g,45.0,1.1,10.8,0.4,0.0,96.0,1.2,2.09,1.83,3.32,0.6,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
"lemon, segar",Tidak Diketahui,0.30 g,34.0,0.5,6.2,0.8,0.0,31.0,0.1,1.58,0.83,1.91,1.19,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65
sariroti sandwich kacang,PT. Nippon Indosari corporindo Tbk,2 g,140.0,5.0,18.0,6.0,2.0,135.0,2.0,6.51,8.33,5.54,8.96,9.0,0.0,9.0,9.0,0.0,0.0,9.0,0.0,54
"model, masakan",Tidak Diketahui,1.30 g,79.0,2.2,8.6,4.0,0.0,147.0,0.0,3.67,3.67,2.65,5.97,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
"ikan bawal, segar",Tidak Diketahui,1.30 g,91.0,19.0,0.0,1.7,0.0,129.0,0.0,4.23,31.67,0.0,2.54,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
tauco cap meong,Tidak Diketahui,6.70 g,159.0,7.4,21.3,4.9,0.0,1547.0,1.6,7.4,12.33,6.55,7.31,103.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
donat krispy kreme oreo chocolate cream,Tidak Diketahui,1 g,390.0,4.0,49.0,21.0,27.0,0.0,1.0,18.14,6.67,15.08,31.34,0.0,0.0,0.0,0.0,16.0,19.0,32.0,0.0,57
khong guan malkist sayur,Tidak Diketahui,2 g,100.0,2.0,14.0,4.0,0.0,120.0,0.0,4.65,3.33,4.31,5.97,8.0,0.0,8.0,0.0,0.0,5.0,6.0,0.0,30
kerupuk udang goreng,Tidak Diketahui,1.90 g,477.0,4.7,68.5,20.5,0.0,449.0,5.0,22.19,7.83,21.08,30.6,29.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54
"steamed dumpling, chiu chow style",Tidak Diketahui,1.90 g,92.0,1.9,13.0,3.5,0.0,220.0,0.0,4.28,3.17,4.0,5.22,14.67,0.0,15.0,0.0,0.0,5.0,6.0,0.0,18
mi kering,Tidak Diketahui,1.40 g,339.0,10.0,6.3,1.7,0.0,760.0,0.4,15.77,16.67,1.94,2.54,50.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
taoge seduh,Tidak Diketahui,0.30 g,28.0,3.0,4.0,0.8,0.0,18.0,1.0,1.3,5.0,1.23,1.19,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
bebelac gold,Tidak Diketahui,2 g,50.0,6.0,24.0,6.0,17.0,75.0,2.0,7.91,10.0,7.38,8.96,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
"daun leunca, segar",Tidak Diketahui,1.70 g,49.0,4.7,8.1,0.5,0.0,0.0,0.0,2.28,7.83,2.49,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
"daun gedi kecil, segar",Tidak Diketahui,2 g,61.0,3.2,10.4,0.7,0.0,20.0,3.4,2.84,5.33,3.2,1.04,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
cimory yogurt set,PT. Cisaura mountain dairy,3 g,100.0,3.0,16.0,2.5,11.0,0.0,0.0,4.65,5.0,4.92,3.73,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,78
"kacang kedelai, kering",Tidak Diketahui,5.50 g,381.0,40.4,24.9,16.7,0.0,210.0,3.2,17.72,67.33,7.66,24.93,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
"jagung kuning pipil, kering, mentah",Tidak Diketahui,2.40 g,366.0,9.8,69.1,7.3,0.0,5.0,2.2,17.02,16.33,21.26,10.9,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
royco kaldu ayam,PT. Unilever Indonesia,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
tempe kacang babi,Tidak Diketahui,1.20 g,139.0,12.5,21.9,0.8,0.0,0.0,1.8,6.47,20.83,6.74,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
dairy queen mocha moolatte,Tidak Diketahui,1 g,580.0,10.0,88.0,22.0,77.0,0.0,1.0,26.98,16.67,27.08,32.84,0.0,0.0,0.0,0.0,28.0,27.0,33.0,0.0,61
sup krim ayam royco,Tidak Diketahui,2 g,50.0,2.0,0.0,1.0,0.0,710.0,0.0,2.33,3.33,0.0,1.49,47.33,0.0,48.0,4.0,0.0,3.0,0.0,0.0,28
sarimi kaldu ayam,Tidak Diketahui,2 g,320.0,4.0,45.0,12.0,11.0,670.0,2.0,14.88,6.67,13.85,17.91,44.67,30.0,45.0,0.0,0.0,0.0,18.0,0.0,63
"daun pakis wambateu, segar",Tidak Diketahui,1.30 g,53.0,3.4,7.2,1.2,0.0,20.0,4.8,2.47,5.67,2.22,1.79,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
"koro kerupuk, biji",Tidak Diketahui,1.70 g,125.0,8.3,22.1,0.7,0.0,16.0,2.2,5.81,13.83,6.8,1.04,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
"daun bebuas, segar",Tidak Diketahui,1.10 g,41.0,2.7,7.3,1.0,0.0,0.0,2.1,1.91,4.5,2.25,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
jeruk garut-keprok,Tidak Diketahui,0.70 g,44.0,0.8,10.9,0.3,0.0,5.0,1.6,2.05,1.33,3.35,0.45,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
kue gelang,Tidak Diketahui,1 g,448.0,5.8,70.0,16.1,0.0,0.0,0.0,20.84,9.67,21.54,24.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
sariroti roti tawar,PT. Nippon Indosari corporindo Tbk,1 g,200.0,7.0,37.0,3.0,2.0,280.0,1.0,9.3,11.67,11.38,4.48,18.67,0.0,19.0,12.0,12.0,0.0,0.0,0.0,22
hangop/butter milk/whey,Tidak Diketahui,1.50 g,65.0,10.0,3.5,1.0,0.0,126.0,0.0,3.02,16.67,1.08,1.49,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
bagea kenari asin,Tidak Diketahui,1.30 g,529.0,3.2,63.6,29.1,0.0,74.0,0.0,24.6,5.33,19.57,43.43,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66
keripik bayam,Tidak Diketahui,1.90 g,586.0,4.9,50.2,40.6,0.0,0.0,0.5,27.26,8.17,15.45,60.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
coklat silverqueen chunky almond bar,PT. Petra food indonesia,3 g,170.0,3.0,15.0,11.0,12.0,0.0,0.0,7.91,5.0,4.62,16.42,0.0,0.0,0.0,5.0,0.0,8.0,17.0,0.0,32
ritz creackers original (isis 3 pack),PT. Mondelez International,2 g,140.0,2.0,20.0,6.0,0.0,115.0,0.0,6.51,3.33,6.15,8.96,7.67,18.0,8.0,0.0,0.0,0.0,9.0,0.0,20
ichitan thai milk tea,Tidak Diketahui,6 g,45.0,2.0,24.0,5.0,17.0,130.0,6.0,6.98,3.33,7.38,7.46,8.67,225.0,9.0,0.0,0.0,0.0,0.0,20.0,60
indomie mi goreng,PT. Indofood CBP Sukses Makmur Tbk.,2 g,130.0,8.0,54.0,14.0,8.0,1070.0,2.0,13.95,13.33,16.62,20.9,71.33,35.0,72.0,0.0,0.0,0.0,21.0,0.0,48
pop ice moccacino,PT. Forisa Nusapersada,1 g,15.0,1.0,22.0,1.5,15.0,30.0,0.0,5.12,1.67,6.77,2.24,2.0,8.0,0.0,0.0,7.0,6.0,0.0,0.0,14
cokelat pasta,PT. Diamond Cold Storage,2 g,130.0,2.0,32.0,14.0,21.0,30.0,0.0,12.09,3.33,9.85,20.9,2.0,40.0,0.0,0.0,0.0,13.0,21.0,0.0,48
kacang kedelai segar,Tidak Diketahui,4.10 g,286.0,30.2,30.1,15.6,0.0,28.0,2.9,13.3,50.33,9.26,23.28,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
ubi jalar tinta / kemayung kukus,Tidak Diketahui,0.60 g,165.0,0.9,39.8,0.2,0.0,1.0,1.1,7.67,1.5,12.25,0.3,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
"buah kom, segar",Tidak Diketahui,1.70 g,264.0,4.0,59.6,1.1,0.0,0.0,9.0,12.28,6.67,18.34,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
frisian flag cokelat (kental manis),PT. Frisian Flag Indonesia,1 g,135.0,1.0,23.0,4.5,19.0,0.0,0.0,6.28,1.67,7.08,6.72,0.0,0.0,0.0,0.0,8.0,7.0,7.0,0.0,16
bagea kelapa manis,Tidak Diketahui,1.30 g,452.0,1.3,80.6,13.8,0.0,75.0,0.0,21.02,2.17,24.8,20.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
"jagung muda, kening, mentah",Tidak Diketahui,0.90 g,147.0,5.1,31.5,0.7,0.0,5.0,1.3,6.84,8.5,9.69,1.04,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
keremes,Tidak Diketahui,2.10 g,475.0,1.6,64.4,25.2,0.0,0.0,2.1,22.09,2.67,19.82,37.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
"paria putih, segar",Tidak Diketahui,0.60 g,19.0,1.0,3.6,0.4,0.0,5.0,1.3,0.88,1.67,1.11,0.6,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
minyak zaitun,Tidak Diketahui,0 g,884.0,0.0,0.0,100.0,0.0,7.0,0.0,41.12,0.0,0.0,149.25,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80
"soto pemalang, masakan",Tidak Diketahui,1.70 g,75.0,3.6,3.5,5.2,0.0,0.0,0.0,3.49,6.0,1.08,7.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62
"beras giling, mentah",Tidak Diketahui,0.80 g,357.0,8.4,77.1,1.7,0.0,27.0,0.2,16.6,14.0,23.72,2.54,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
"gulai asam keueung, masakan",Tidak Diketahui,1.70 g,52.0,10.0,1.8,0.5,0.0,332.0,0.0,2.42,16.67,0.55,0.75,22.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
pundut nasi,Tidak Diketahui,1.10 g,104.0,1.9,15.1,4.1,0.0,74.0,0.4,4.84,3.17,4.65,6.12,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
vodka,Tidak Diketahui,0.46 g,43.0,0.46,3.55,0.0,0.0,0.0,0.0,2.0,0.77,1.09,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,60
pop ice mangga,PT. Forisa Nusapersada,1 g,15.0,1.0,22.0,1.5,15.0,15.0,0.0,5.12,1.67,6.77,2.24,1.0,0.0,0.0,0.0,7.0,6.0,3.0,0.0,17
sardines dalam kaleng,Tidak Diketahui,3.80 g,338.0,21.1,1.0,27.0,0.0,0.0,0.0,15.72,35.17,0.31,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54
ovomaltine,Tidak Diketahui,0.80 g,109.0,0.8,11.9,6.4,10.9,50.0,0.0,5.07,1.33,3.66,9.55,3.33,0.0,0.0,0.0,4.0,6.0,10.0,0.0,68
susu kedelai,Tidak Diketahui,2 g,41.0,3.5,5.0,2.5,0.0,128.0,0.2,1.91,5.83,1.54,3.73,8.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
paku hinela wulelenggapaya,Tidak Diketahui,3.10 g,77.0,3.5,5.4,4.6,0.0,469.0,3.6,3.58,5.83,1.66,6.87,31.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
keju greenfileds mozzarella,PT. Greenfield Indonesia,7 g,90.0,7.0,2.0,6.0,0.0,0.0,0.0,4.19,11.67,0.62,8.96,0.0,0.0,0.0,12.0,0.0,5.0,9.0,0.0,33
kratingdaeng pro,Tidak Diketahui,0 g,120.0,0.0,27.0,0.0,27.0,0.0,0.0,5.58,0.0,8.31,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,44
"ikan heu, segar",Tidak Diketahui,6.20 g,81.0,10.0,6.6,1.6,0.0,240.0,0.0,3.77,16.67,2.03,2.39,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
"daun gandaria, segar",Tidak Diketahui,1.60 g,63.0,3.1,14.0,0.3,0.0,3.0,2.1,2.93,5.17,4.31,0.45,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69
sagu aren kering,Tidak Diketahui,0.80 g,355.0,0.6,85.6,1.1,0.0,2.0,0.3,16.51,1.0,26.34,1.64,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57
ganyong rebus,Tidak Diketahui,1.10 g,100.0,0.8,23.8,0.2,0.0,0.0,0.9,4.65,1.33,7.32,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
"rendang sapi, masakan",Tidak Diketahui,3.80 g,193.0,22.6,7.8,7.9,0.0,0.0,0.0,8.98,37.67,2.4,11.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79
roma : biskuit kelapa,PT. Mayora Indah Tbk.,2 g,130.0,2.0,19.0,5.0,6.0,90.0,0.0,6.05,3.33,5.85,7.46,6.0,10.0,0.0,0.0,0.0,7.0,8.0,0.0,37
superco,PT. Khong Guan Biscuit Factory Indonesia LTD,1 g,80.0,1.0,13.0,3.0,4.0,80.0,0.0,3.72,1.67,4.0,4.48,5.33,8.0,6.0,0.0,0.0,0.0,5.0,0.0,64
saus sesame,Tidak Diketahui,1 g,100.0,1.0,4.0,9.0,0.0,260.0,0.0,4.65,1.67,1.23,13.43,17.33,8.0,18.0,0.0,0.0,0.0,14.0,0.0,51
pepea oncom ampas tahu,Tidak Diketahui,1.50 g,76.0,5.2,10.6,1.8,0.0,0.0,2.2,3.53,8.67,3.26,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
nissin assorted biscuits,PT. Serena Indopangan Industri,1 g,45.0,1.0,18.0,5.0,7.0,60.0,1.0,5.58,1.67,5.54,7.46,4.0,0.0,0.0,0.0,6.0,6.0,8.0,0.0,12
so you minuman kedelai,Tidak Diketahui,4 g,100.0,4.0,15.0,2.5,11.0,0.0,0.0,4.65,6.67,4.62,3.73,0.0,0.0,0.0,7.0,5.0,5.0,0.0,0.0,39
sayur asem,Tidak Diketahui,0.80 g,29.0,0.7,5.0,0.6,0.0,0.0,0.6,1.35,1.17,1.54,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80
lamtoro var. gung tanpa kulit,Tidak Diketahui,4.40 g,367.0,46.4,32.5,5.4,0.0,65.0,2.6,17.07,77.33,10.0,8.06,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58
"ikan bambangan, segar",Tidak Diketahui,1.30 g,112.0,20.0,3.7,1.3,0.0,148.0,0.0,5.21,33.33,1.14,1.94,9.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
khong guan saltcheese,Tidak Diketahui,0 g,80.0,1.0,10.0,4.0,2.0,0.0,0.0,3.72,1.67,3.08,5.97,0.0,0.0,0.0,0.0,4.0,4.0,6.0,0.0,68
tauco,Tidak Diketahui,6.90 g,184.0,11.4,22.2,5.5,0.0,1766.0,1.9,8.56,19.0,6.83,8.21,117.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
"anak sapi, daging, kurus,segar",Tidak Diketahui,1.40 g,174.0,19.6,0.0,10.0,0.0,96.0,0.0,8.09,32.67,0.0,14.93,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
saladstop cobb,Tidak Diketahui,6.40 g,538.0,34.0,20.1,35.3,6.4,785.6,6.4,25.02,56.67,6.18,52.69,52.37,0.0,0.0,57.0,0.0,0.0,53.0,0.0,42
soesnack cheese,Tidak Diketahui,1 g,45.0,1.0,3.0,3.5,0.0,35.0,0.0,2.09,1.67,0.92,5.22,2.33,0.0,3.0,0.0,0.0,3.0,6.0,0.0,31
"batatas kelapa, ubi, segar",Tidak Diketahui,0.70 g,89.0,1.1,21.0,0.1,0.0,20.0,4.0,4.14,1.83,6.46,0.15,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
vigus,Tidak Diketahui,1.20 g,44.0,2.4,8.3,0.1,0.0,2.0,0.0,2.05,4.0,2.55,0.15,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59
"sapi, daging, sosis (worst)",Tidak Diketahui,3.30 g,448.0,14.5,2.3,42.3,0.0,765.0,0.0,20.84,24.17,0.71,63.13,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
permen xylitol jeruk nipis,Tidak Diketahui,0 g,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.47,0.0,0.62,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,65
taoge goreng,Tidak Diketahui,1.50 g,88.0,3.2,14.0,2.1,0.0,0.0,0.7,4.09,5.33,4.31,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
sariroti sandwich pandan sarikaya,PT. Nippon Indosari corporindo Tbk,1 g,110.0,2.0,19.0,2.5,4.0,180.0,1.0,5.12,3.33,5.85,3.73,12.0,0.0,12.0,0.0,6.0,6.0,0.0,0.0,75
garlic parmesan (classic wings),Tidak Diketahui,1 g,206.0,16.0,1.0,15.0,0.0,0.0,1.0,9.58,26.67,0.31,22.39,0.0,0.0,0.0,27.0,0.0,10.0,23.0,0.0,75
"sapi, hati, sosis (leverworst)",Tidak Diketahui,2.40 g,274.0,16.0,3.0,22.0,0.0,654.0,2.3,12.74,26.67,0.92,32.84,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64
monde serena egg rolls original,PT. Monde Mahkota Biskuit,1 g,45.0,1.0,8.0,5.0,4.0,10.0,1.0,3.72,1.67,2.46,7.46,0.67,13.0,0.0,0.0,0.0,0.0,8.0,0.0,19
you c1000 lemon water,Tidak Diketahui,0 g,150.0,0.0,37.0,0.0,37.0,60.0,0.0,6.98,0.0,11.38,0.0,4.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,64
gery saluut malkist,PT. Garudafood Putra Putri Jaya Tbk,2 g,130.0,2.0,19.0,5.0,5.0,0.0,0.0,6.05,3.33,5.85,7.46,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,80
quaker instan oatmeal,Tidak Diketahui,4 g,140.0,4.0,24.0,3.5,0.0,0.0,0.0,6.51,6.67,7.38,5.22,0.0,0.0,0.0,7.0,8.0,7.0,0.0,0.0,67
koro wedus / polong,Tidak Diketahui,0.80 g,46.0,3.0,7.9,0.3,0.0,2.0,3.3,2.14,5.0,2.43,0.45,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43
sirup sunquick exotic,PT.Lasallefood,0 g,45.0,0.0,11.0,0.0,11.0,0.0,0.0,2.09,0.0,3.38,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,14
bubur tinotuan (manado),Tidak Diketahui,1 g,156.0,2.3,15.6,0.2,0.0,486.0,8.2,7.26,3.83,4.8,0.3,32.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
tony roma's,Tidak Diketahui,72 g,1001.0,72.0,1.0,76.0,0.0,0.0,0.0,46.56,120.0,0.31,113.43,0.0,0.0,0.0,120.0,0.0,47.0,114.0,0.0,35
frisian flag full cream,PT.Frisian Flag Indonesia,7 g,140.0,7.0,13.0,7.0,11.0,100.0,0.0,6.51,11.67,4.0,10.45,6.67,0.0,7.0,12.0,0.0,0.0,11.0,0.0,34
pop ice flavour strawberry,Tidak Diketahui,1 g,20.0,1.0,22.0,2.0,19.0,35.0,0.0,5.12,1.67,6.77,2.99,2.33,0.0,0.0,0.0,7.0,6.0,3.0,0.0,45
teajus madu,PT. Karunia Alam Segar,0 g,30.0,0.0,7.0,0.0,7.0,5.0,0.0,1.4,0.0,2.15,0.0,0.33,0.0,1.0,0.0,3.0,2.0,0.0,0.0,18
kitkat,PT. Nestle Indonesia,1 g,90.0,1.0,10.0,5.0,0.0,15.0,0.0,4.19,1.67,3.08,7.46,1.0,0.0,0.0,0.0,4.0,5.0,8.0,0.0,67
"daun semanggi, segar",Tidak Diketahui,1.90 g,45.0,4.4,8.5,0.5,0.0,64.0,1.9,2.09,7.33,2.62,0.75,4.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
saus hoisin,Tidak Diketahui,1 g,100.0,1.0,22.0,0.5,21.0,0.0,1.0,4.65,1.67,6.77,0.75,0.0,0.0,0.0,0.0,7.0,5.0,0.0,4.0,44
keddo bodong,Tidak Diketahui,1 g,290.0,4.6,55.2,5.7,0.0,0.0,0.0,13.49,7.67,16.98,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79
"buah negri, segar",Tidak Diketahui,0.80 g,55.0,1.2,12.2,0.1,0.0,10.0,5.2,2.56,2.0,3.75,0.15,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
"beras, tapai",Tidak Diketahui,0.10 g,99.0,1.7,22.4,0.3,0.0,26.0,0.0,4.6,2.83,6.89,0.45,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
rempeyek kacang tolo,Tidak Diketahui,2.80 g,451.0,11.2,59.7,20.2,0.0,0.0,1.8,20.98,18.67,18.37,30.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
quiznos black angus steakhouse,Tidak Diketahui,4 g,780.0,47.0,88.0,27.0,19.0,0.0,4.0,36.28,78.33,27.08,40.3,0.0,0.0,0.0,79.0,0.0,37.0,41.0,0.0,76
kerupuk mie kuning goreng,Tidak Diketahui,0.30 g,476.0,0.1,71.3,21.1,0.0,0.0,4.2,22.14,0.17,21.94,31.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
permen fisherman's friend original,Tidak Diketahui,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
"sante, talas, segar",Tidak Diketahui,0.40 g,353.0,0.7,84.7,0.2,0.0,30.0,6.6,16.42,1.17,26.06,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
es krim,Tidak Diketahui,0.80 g,210.0,4.0,20.6,12.5,0.0,78.0,0.0,9.77,6.67,6.34,18.66,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63
tepung singkong / tapioka,Tidak Diketahui,1.10 g,363.0,1.1,88.2,0.5,0.0,1.0,0.9,16.88,1.83,27.14,0.75,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
"durian, segar",Tidak Diketahui,8 g,134.0,2.5,28.0,3.0,0.0,1.0,3.5,6.23,4.17,8.62,4.48,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
"buah atung, segar",Tidak Diketahui,1.80 g,23.0,0.8,5.2,0.2,0.0,0.0,0.0,1.07,1.33,1.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
kue lumpur,Tidak Diketahui,1.10 g,291.0,3.6,44.1,11.1,0.0,0.0,0.0,13.53,6.0,13.57,16.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
sedaap tasty bakmi ayam,PT. Karunia Alam Segar,7 g,590.0,15.0,84.0,22.0,6.0,810.0,7.0,27.44,25.0,25.85,32.84,54.0,45.0,54.0,0.0,0.0,0.0,33.0,0.0,35
shabu-shabu,Tidak Diketahui,0.90 g,88.0,3.2,0.8,8.0,0.0,514.0,0.9,4.09,5.33,0.25,11.94,34.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
"labu air, segar",Tidak Diketahui,0.40 g,19.0,0.6,3.8,0.2,0.0,2.0,0.6,0.88,1.0,1.17,0.3,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
"buah nona, segar",Tidak Diketahui,1 g,101.0,1.7,25.2,0.6,0.0,5.0,2.8,4.7,2.83,7.75,0.9,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
"jeruk ragi, segar",Tidak Diketahui,0.40 g,49.0,0.7,11.1,0.2,0.0,4.0,0.5,2.28,1.17,3.42,0.3,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43
susu greenfields full cream,PT. Greenfield Indonesia,1 g,160.0,8.0,12.0,9.0,7.0,0.0,1.0,7.44,13.33,3.69,13.43,0.0,0.0,0.0,14.0,0.0,8.0,14.0,0.0,26
kobe tepung bumbu serbaguna special,PT. Kobe Boga Utama,1 g,0.0,2.0,13.0,0.0,0.0,450.0,1.0,2.79,3.33,4.0,0.0,30.0,0.0,30.0,4.0,4.0,0.0,0.0,0.0,18
auntie anne sour cream and onion pretzel,Tidak Diketahui,2 g,360.0,9.0,68.0,5.0,12.0,0.0,2.0,16.74,15.0,20.92,7.46,0.0,0.0,0.0,15.0,21.0,17.0,0.0,0.0,64
"tinoransa, masakan",Tidak Diketahui,1.20 g,516.0,17.7,0.0,49.5,0.0,1307.0,0.0,24.0,29.5,0.0,73.88,87.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
roti putih / roti tawar,Tidak Diketahui,0.80 g,248.0,8.0,50.0,1.2,0.0,530.0,9.1,11.53,13.33,15.38,1.79,35.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
